road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms,model_type,geometry,link_no,heavy_truck,medium_truck,small_truck,criticality_score,flood_hazard,flood_cat,index_right,eq_hazard,eq_zone,int_cond_score,seismic_mult,flood_mult,max_hazard_mult,vulnerability_score,target_road,is_junction
N2,235.773,LRP236b,24.9069444,91.930416,,Culvert,Box culvert,3095,650.0000000000057,Culvert,LRP236b,2.9,A,.,link,POINT (91.930416 24.9069444),N2-26,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,235.883,LRP237,24.9101111,91.9311382,,KmPost,Tamabil 47 km,3096,110.00000000001364,KmPost,,,,,link,POINT (91.9311382 24.9101111),N2-26,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,236.563,LRP237a,24.9132778,91.9366108,BS,Bridge,Bridge start,3097,7.4375,Bridge,LRP237a,7.4375,A,Khadim Nagar Bridge,bridge,POINT (91.9366108 24.9132778),N2-26,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,236.573,LRP237b,24.9132778,91.9366941,BE,Bridge,Bridge end,3098,2.9,Bridge,LRP237b,2.9,A,.,bridge,POINT (91.9366941 24.9132778),N2-26,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,236.883,LRP238,24.9139167,91.9396941,,KmPost,Jaflong 50 km,3099,310.0000000000023,KmPost,,,,,link,POINT (91.9396941 24.9139167),N2-26,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,237.447,LRP238a,24.9152222,91.947833,BS,Bridge,Bridge start,3100,17.2,Bridge,LRP238a,17.2,C,Bakulia Bridge,bridge,POINT (91.947833 24.9152222),N2-26,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,3.0,1.0,2.0,2.0,6.0,,False
N2,237.464,LRP238b,24.9152778,91.9479441,BE,Bridge,Bridge end,3101,16.999999999995907,Bridge,,,Unknown,,bridge,POINT (91.9479441 24.9152778),N2-26,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,237.692,LRP238c,24.9157778,91.9473608,,Culvert,Box culvert,3102,228.00000000000864,Culvert,LRP238c,3.0,A,KASIM NAGAR,link,POINT (91.9473608 24.9157778),N2-26,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,237.883,LRP239,24.91625,91.9494441,,KmPost,Km post missing,3103,191.0000000000025,KmPost,,,,,link,POINT (91.9494441 24.91625),N2-26,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,237.923,LRP239a,24.9163056,91.949583,,"SideRoad,Right",N210,3104,39.99999999999204,"SideRoad,Right",LRP239a,18.374,C,KHIDIR PUR BOX CULVERT,link,POINT (91.949583 24.9163056),N2-26,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,3.0,1.0,2.0,2.0,6.0,N210,True
N2,238.883,LRP240,24.9196382,91.9583333,,KmPost,Jaintapur 31 km,3105,960.000000000008,KmPost,,,,,link,POINT (91.9583333 24.9196382),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,238.909,LRP240a,24.9197493,91.9585278,,Culvert,Box culvert,3106,25.99999999998204,Culvert,LRP240a,25.2325,C,HATIMA BOX CULVERT,link,POINT (91.9585278 24.9197493),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,3.0,1.0,2.0,2.0,6.0,,False
N2,239.215,LRP240b,24.921166,91.9611389,,Culvert,Box culvert,3107,306.0000000000116,Culvert,LRP240b,8.666666666666666,B,.,link,POINT (91.9611389 24.921166),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,2.0,1.0,2.0,2.0,4.0,,False
N2,239.883,LRP241,24.9252493,91.966,,KmPost,Tamabil 43 km,3108,668.0000000000064,KmPost,,,,,link,POINT (91.966 24.9252493),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,240.565,LRP241a,24.9294438,91.9708327,BS,Bridge,Bridge start,3109,377.11,Bridge,LRP241a,377.11,C,Sha Amanot Bridge,bridge,POINT (91.9708327 24.9294438),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,3.0,1.0,2.0,2.0,6.0,,False
N2,240.582,LRP241b,24.9295549,91.9708327,BE,Bridge,Bridge end,3110,2.5,Bridge,LRP241b,2.5,A,.,bridge,POINT (91.9708327 24.9295549),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,240.787,LRP241c,24.9305827,91.9725549,,Culvert,Box culvert,3111,205.0000000000125,Culvert,LRP241c,2.0,A,HAGIVILA BOX CULVERT,link,POINT (91.9725549 24.9305827),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,240.883,LRP242,24.9310827,91.9734716,,KmPost,Jaflong 46 km,3112,96.00000000000364,KmPost,,,,,link,POINT (91.9734716 24.9310827),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,241.54,LRP242a,24.9342219,91.9789716,,Culvert,Box culvert,3113,656.9999999999823,Culvert,LRP242a,2.425,A,BOTESSOR BOX CULVERT,link,POINT (91.9789716 24.9342219),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,241.883,LRP243,24.9359163,91.9818049,,KmPost,Horipur 9 km,3114,343.00000000001774,KmPost,,,,,link,POINT (91.9818049 24.9359163),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,242.112,LRP243a,24.9367497,91.9838886,BS,Bridge,Bridge start,3115,37.21333333333333,Bridge,LRP243a,37.21333333333333,C,PULI BOX CULVERT,bridge,POINT (91.9838886 24.9367497),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,3.0,1.0,2.0,2.0,6.0,,False
N2,242.127,LRP243b,24.9368052,91.9840274,BE,Bridge,Bridge end,3116,12.225,Bridge,LRP243b,12.225,C,BOTESSOR BOX CULVERT,bridge,POINT (91.9840274 24.9368052),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,3.0,1.0,2.0,2.0,6.0,,False
N2,242.828,LRP243c,24.9389997,91.9905274,,Culvert,Box culvert,3117,700.9999999999934,Culvert,,,,,link,POINT (91.9905274 24.9389997),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,242.888,LRP244,24.9391663,91.9910274,,KmPost,Jainyapur 27 km,3118,60.000000000002274,KmPost,,,,,link,POINT (91.9910274 24.9391663),N2-27,466.0,1425.0,360.0,18045.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,243.888,LRP245,24.9440552,91.9991108,,KmPost,Tamabil 39 km,3119,1000.0,KmPost,,,,,link,POINT (91.9991108 24.9440552),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,244.601,LRP245a,24.9488608,92.0035833,,Culvert,Box culvert,3120,712.9999999999939,Culvert,LRP245a,2.1333333333333333,A,ISLAMPUR CULVERT,link,POINT (92.0035833 24.9488608),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,244.928,LRP246,24.9508056,92.006,,KmPost,Jaflong 42 km,3121,326.9999999999982,KmPost,,,,,link,POINT (92.006 24.9508056),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,245.111,LRP246a,24.9518611,92.0073333,BS,Bridge,Bridge start,3122,31.277500000000003,Bridge,LRP246a,31.277500000000003,C,SHIKALBAHA MORE,bridge,POINT (92.0073333 24.9518611),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,3.0,1.0,1.0,1.0,3.0,,False
N2,245.123,LRP246b,24.9518889,92.0073889,BE,Bridge,Bridge end,3123,3.0,Bridge,LRP246b,3.0,A,SHIKALBAHA BOX CULVERT,bridge,POINT (92.0073889 24.9518889),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,245.764,LRP246c,24.9565278,92.0110278,,Culvert,Box culvert,3124,641.0000000000196,Culvert,LRP246c,3.9,A,SHIK NAGAR,link,POINT (92.0110278 24.9565278),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,245.938,LRP247,24.9578611,92.0119167,,KmPost,Horipur 5 km,3125,173.99999999997817,KmPost,,,,,link,POINT (92.0119167 24.9578611),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,245.967,LRP247a,24.9580556,92.0120278,,Culvert,Box culvert,3126,29.000000000024784,Culvert,LRP247a,60.4075,C,Sikolbaha Bridge-1,link,POINT (92.0120278 24.9580556),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,3.0,1.0,1.0,1.0,3.0,,False
N2,246.916,LRP247b,24.96325,92.0188604,,Culvert,Box culvert,3127,948.999999999984,Culvert,LRP247b,2.5,A,.,link,POINT (92.0188604 24.96325),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,246.948,LRP248,24.9632778,92.0192216,,KmPost,Jaintapur 23  km,3128,32.00000000001069,KmPost,,,,,link,POINT (92.0192216 24.9632778),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,247.479,LRP248a,24.9645278,92.024166,,Culvert,Box Culvert,3129,531.0000000000059,Culvert,LRP248a,4.1,B,PANI CHARA,link,POINT (92.024166 24.9645278),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,2.0,1.0,1.0,1.0,2.0,,False
N2,247.948,LRP249,24.9681104,92.0266382,,KmPost,Tamabil 35 km,3130,468.9999999999941,KmPost,,,,,link,POINT (92.0266382 24.9681104),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,248.806,LRP249a,24.972666,92.0328327,,Culvert,Box culvert,3131,858.0000000000041,Culvert,LRP249a,8.816666666666666,B,OMON PUR,link,POINT (92.0328327 24.972666),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,2.0,1.0,1.0,1.0,2.0,,False
N2,248.953,LRP250,24.9737216,92.0339163,,KmPost,Jaflong 38 km,3132,146.99999999999136,KmPost,,,,,link,POINT (92.0339163 24.9737216),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,249.134,LRP250a,24.9750271,92.0346663,,Culvert,Box culvert,3133,180.9999999999832,Culvert,LRP250a,2.6333333333333333,A,KUSUMPUR BOX CULVERT,link,POINT (92.0346663 24.9750271),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,249.953,LRP251,24.9820549,92.0371108,,KmPost,Horipur 1 km,3134,819.0000000000168,KmPost,,,,,link,POINT (92.0371108 24.9820549),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,250.105,LRP251a,24.9832216,92.037833,,Culvert,Box culvert,3135,151.9999999999868,Culvert,LRP251a,4.8,B,tassi bazer(R),link,POINT (92.037833 24.9832216),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,2.0,1.0,1.0,1.0,2.0,,False
N2,250.953,LRP252,24.9893608,92.0419997,,KmPost,Km post missing,3136,848.0000000000132,KmPost,,,,,link,POINT (92.0419997 24.9893608),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,250.991,LRP252a,24.989583,92.0422497,BS,Bridge,Bridge start,3137,46.7,Bridge,LRP252a,46.7,A,MONSHA CULVERT,bridge,POINT (92.0422497 24.989583),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,251.09,LRP252b,24.9902219,92.0429163,BE,Bridge,Bridge end,3138,98.99999999998954,Bridge,,,Unknown,,bridge,POINT (92.0429163 24.9902219),N2-27,466.0,1425.0,360.0,18045.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,251.973,LRP253,24.9969441,92.0471108,,KmPost,Tamabil 31 km,3139,883.0000000000098,KmPost,,,,,link,POINT (92.0471108 24.9969441),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,252.53,LRP253a,25.0015833,92.0479719,BS,Bridge,Bridge start,3140,56.79999999999999,Bridge,LRP253a,56.79999999999999,B,Pirol,bridge,POINT (92.0479719 25.0015833),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,2.0,1.0,1.6,1.6,3.2,,False
N2,252.619,LRP253b,25.0022778,92.0482497,BE,Bridge,Bridge end,3141,88.99999999999864,Bridge,,,Unknown,,bridge,POINT (92.0482497 25.0022778),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,252.973,LRP254,25.0047778,92.0505556,,KmPost,Jaflong 34 km,3142,354.0000000000134,KmPost,,,,,link,POINT (92.0505556 25.0047778),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,253.973,LRP255,25.0110556,92.0576944,,KmPost,Jaintapur 16 km,3143,1000.0,KmPost,,,,,link,POINT (92.0576944 25.0110556),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,254.476,LRP255a,25.0141111,92.0612778,BS,Bridge,Bridge start,3144,25.016666666666666,Bridge,LRP255a,25.016666666666666,B,UZIRPUR HIGH SCHOOL,bridge,POINT (92.0612778 25.0141111),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,2.0,1.0,1.6,1.6,3.2,,False
N2,254.514,LRP255b,25.0143333,92.0615,BE,Bridge,Bridge end,3145,38.000000000010914,Bridge,,,Unknown,,bridge,POINT (92.0615 25.0143333),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,254.973,LRP256,25.0175271,92.0644444,,KmPost,Tamabil 28 km,3146,459.0000000000032,KmPost,,,,,link,POINT (92.0644444 25.0175271),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,255.978,LRP257,25.0253604,92.0693882,,KmPost,Jaflong 31 km,3147,1004.9999999999956,KmPost,,,,,link,POINT (92.0693882 25.0253604),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,256.463,LRP257a,25.0290827,92.0718327,BS,Bridge,Bridge start,3148,43.525,Bridge,LRP257a,43.525,C,Patiya Bridge,bridge,POINT (92.0718327 25.0290827),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,3.0,1.0,1.6,1.6,4.800000000000001,,False
N2,256.506,LRP257b,25.0293882,92.0720271,BE,Bridge,Bridge end,3149,42.99999999994952,Bridge,,,Unknown,,bridge,POINT (92.0720271 25.0293882),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,256.983,LRP258,25.0324438,92.0753049,,KmPost,Jaintapur 13 km,3150,477.0000000000323,KmPost,,,,,link,POINT (92.0753049 25.0324438),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,257.964,LRP258a,25.0372497,92.0833886,BS,Bridge,Bridge start,3151,55.65,Bridge,LRP258a,55.65,B,DAMRI RCC GIDER BRIDGE,bridge,POINT (92.0833886 25.0372497),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,2.0,1.0,1.6,1.6,3.2,,False
N2,258.027,LRP258b,25.0375274,92.083833,BE,Bridge,Bridge end,3152,6.4,Bridge,LRP258b,6.4,A,.,bridge,POINT (92.083833 25.0375274),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,258.033,LRP259,25.0375552,92.0839163,,KmPost,Tamabil 25 km,3153,6.000000000028649,KmPost,,,,,link,POINT (92.0839163 25.0375552),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,258.993,LRP260,25.0433886,92.0909441,,KmPost,Jaflong 28 km,3154,959.9999999999797,KmPost,,,,,link,POINT (92.0909441 25.0433886),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,259.711,LRP260a,25.0478886,92.0959441,,Culvert,Box culvert,3155,718.0000000000177,Culvert,LRP260a,11.566666666666668,A,PALYA BUS STATION,link,POINT (92.0959441 25.0478886),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,259.993,LRP261,25.0497219,92.0980274,,KmPost,Jaintapur 10 km,3156,281.99999999998226,KmPost,,,,,link,POINT (92.0980274 25.0497219),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,260.526,LRP261a,25.05306973636364,92.1016686348485,,Culvert,Box culvert,3157,533.0000000000155,Culvert,LRP261a,34.575,C,DAMA BOX CULVERT,link,POINT (92.1016686348485 25.05306973636364),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,3.0,1.0,1.6,1.6,4.800000000000001,,False
N2,260.851,LRP261b,25.0551111,92.1038889,,Culvert,Box culvert,3158,324.99999999998863,Culvert,LRP261b,9.1,A,SRIKAL BOX CULVERT,link,POINT (92.1038889 25.0551111),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,260.993,LRP262,25.0561944,92.10475,,KmPost,Km post missing,3159,141.9999999999959,KmPost,,,,,link,POINT (92.10475 25.0561944),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,261.318,LRP262a,25.0588056,92.1061389,,Culvert,Box culvert,3160,324.99999999998863,Culvert,LRP262a,25.975,B,borbos bazer,link,POINT (92.1061389 25.0588056),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,2.0,1.0,1.6,1.6,3.2,,False
N2,261.993,LRP263,25.0643889,92.1090556,,KmPost,Jaflong 25 km,3161,675.0000000000114,KmPost,,,,,link,POINT (92.1090556 25.0643889),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,262.122,LRP263a,25.0654444,92.1095833,,"SideRoad,Right",Road to Kanaighat (Z2011),3162,129.0000000000191,"SideRoad,Right",LRP263a,9.95,A,.,link,POINT (92.1095833 25.0654444),N2-27,466.0,1425.0,360.0,18045.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,True
N2,262.383,LRP263b,25.0675549,92.1106389,BS,Bridge,Bridge start,3163,15.583333333333334,Bridge,LRP263b,15.583333333333334,B,KHORNA CULVERT,bridge,POINT (92.1106389 25.0675549),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,2.0,1.0,1.6,1.6,3.2,,False
N2,262.411,LRP263c,25.0678049,92.11075,BE,Bridge,Bridge end,3164,28.00000000002001,Bridge,,,Unknown,,bridge,POINT (92.11075 25.0678049),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,262.993,LRP264,25.0728604,92.1123333,,KmPost,Jaintapur 7 km,3165,581.9999999999936,KmPost,,,,,link,POINT (92.1123333 25.0728604),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,263.998,LRP265,25.0815549,92.1150556,,KmPost,Km post broken,3166,1004.9999999999956,KmPost,,,,,link,POINT (92.1150556 25.0815549),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,264.16,LRP265a,25.0829438,92.1154722,BS,Bridge,Bridge start,3167,27.198,Bridge,LRP265a,27.198,D,MOJAFFARABAD,bridge,POINT (92.1154722 25.0829438),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,4.0,1.0,1.6,1.6,6.4,,False
N2,264.183,LRP265b,25.0831382,92.1155556,BE,Bridge,Bridge end,3168,6.0,Bridge,LRP265b,6.0,A,MOJAFFORABAD BOX CULVERT,bridge,POINT (92.1155556 25.0831382),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,264.882,LRP265c,25.0891386,92.1174993,,"SideRoad,Left",Road to Gowainghat (Z2012),3169,699.0000000000123,"SideRoad,Left",LRP265c,10.6,A,.,link,POINT (92.1174993 25.0891386),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,True
N2,264.993,LRP266,25.0900274,92.117916,,KmPost,Jaflong 22 km,3170,110.99999999999,KmPost,,,,,link,POINT (92.117916 25.0900274),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,265.228,LRP266a,25.092083,92.1178604,BS,Bridge,Bridge start,3171,131.66666666666666,Bridge,LRP266a,131.66666666666666,B,SARIGHUT BRIDGE,bridge,POINT (92.1178604 25.092083),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,2.0,1.0,1.6,1.6,3.2,,False
N2,265.424,LRP266b,25.0938052,92.1178327,BE,Bridge,Bridge end,3172,4.05,Bridge,LRP266b,4.05,A,.,bridge,POINT (92.1178327 25.0938052),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,265.993,LRP267,25.0990552,92.1178049,,KmPost,Jaintapur 4 km,3173,569.0000000000168,KmPost,,,,,link,POINT (92.1178049 25.0990552),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,266.441,LRP267a,25.1030278,92.1184438,BS,Bridge,Bridge start,3174,16.362499999999997,Bridge,LRP267a,16.362499999999997,B,MOJAFFORABAD,bridge,POINT (92.1184438 25.1030278),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,2.0,1.0,1.6,1.6,3.2,,False
N2,266.468,LRP267b,25.10325,92.1184716,BE,Bridge,Bridge end,3175,27.000000000043656,Bridge,,,Unknown,,bridge,POINT (92.1184716 25.10325),N2-28,453.0,1322.0,435.0,17354.0,0.6,2.0,2.0,1.0,I,1.0,1.0,1.6,1.6,1.6,,False
N2,266.998,LRP268,25.1080556,92.1187493,,KmPost,Jaintapur 3 km,3176,529.9999999999727,KmPost,,,,,link,POINT (92.1187493 25.1080556),N2-28,453.0,1322.0,435.0,17354.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,268.008,LRP269,25.1170271,92.1191938,,KmPost,Jaflong 19 km,3177,1009.9999999999908,KmPost,,,,,link,POINT (92.1191938 25.1170271),N2-28,453.0,1322.0,435.0,17354.0,1.0,4.0,2.0,1.0,I,1.0,1.0,2.0,2.0,2.0,,False
N2,268.983,LRP269a,25.1252493,92.1163611,BS,Bridge,Bridge start,3178,41.02,Bridge,LRP269a,41.02,B,Boro Gung Bridge,bridge,POINT (92.1163611 25.1252493),N2-28,453.0,1322.0,435.0,17354.0,0.0,0.0,2.0,1.0,I,2.0,1.0,1.0,1.0,2.0,,False
N2,269.069,LRP269b,25.1260271,92.11625,BE,Bridge,Bridge end,3179,29.4,Bridge,LRP269b,29.4,B,.,bridge,POINT (92.11625 25.1260271),N2-28,453.0,1322.0,435.0,17354.0,0.0,0.0,2.0,1.0,I,2.0,1.0,1.0,1.0,2.0,,False
N2,269.078,LRP270,25.1261382,92.1161944,,KmPost,Jaintapur 1 km,3180,8.999999999957708,KmPost,,,,,link,POINT (92.1161944 25.1261382),N2-28,453.0,1322.0,435.0,17354.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,269.68,LRP270a,25.1296382,92.1196382,BS,Bridge,Bridge start,3181,25.0625,Bridge,LRP270a,25.0625,A,GASBAREA BOX CULVERT,bridge,POINT (92.1196382 25.1296382),N2-28,453.0,1322.0,435.0,17354.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,269.708,LRP270b,25.1298327,92.1196382,BE,Bridge,Bridge end,3182,28.00000000002001,Bridge,,,Unknown,,bridge,POINT (92.1196382 25.1298327),N2-28,453.0,1322.0,435.0,17354.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,269.927,LRP270c,25.131666,92.1203049,BS,Bridge,Bridge start,3183,21.9,Bridge,LRP270c,21.9,A,Chuna Hati Bridge,bridge,POINT (92.1203049 25.131666),N2-28,453.0,1322.0,435.0,17354.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,269.954,LRP270d,25.1318327,92.1204438,BE,Bridge,Bridge end,3184,26.99999999998681,Bridge,,,Unknown,,bridge,POINT (92.1204438 25.1318327),N2-28,453.0,1322.0,435.0,17354.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
N2,269.968,LRP271,25.1319438,92.1205549,,KmPost,Tamabil 13 km,3185,14.000000000010004,KmPost,,,,,link,POINT (92.1205549 25.1319438),N2-28,453.0,1322.0,435.0,17354.0,0.0,0.0,2.0,1.0,I,1.0,1.0,1.0,1.0,1.0,,False
