road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms,model_type,geometry,link_no,heavy_truck,medium_truck,small_truck,criticality_score,flood_hazard,flood_cat,index_right,eq_hazard,eq_zone,int_cond_score,seismic_mult,flood_mult,max_hazard_mult,vulnerability_score,target_road,is_junction
N1,302.249,LRP306a,22.0077222,92.0927497,,Culvert,Box culvert,732,930.0000000000068,Culvert,LRP306a,3.9,A,BON PUKUL PARA BOX CULVERT,link,POINT (92.0927497 22.0077222),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,302.298,LRP307,22.0074167,92.0924997,,KmPost,"Cox,s Bazar 92 km,Lohagra 0 km",733,48.99999999997817,KmPost,,,,,link,POINT (92.0924997 22.0074167),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,302.763,LRP307a,22.0039167,92.0904163,,Culvert,Box culvert,734,464.999999999975,Culvert,LRP307a,1.4,A,SANTI BOX CULVERT,link,POINT (92.0904163 22.0039167),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,303.303,LRP307b,21.9999441,92.0880274,,Culvert,Box culvert,735,540.0000000000205,Culvert,,,,,link,POINT (92.0880274 21.9999441),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,303.319,LRP308,21.999833,92.0879997,,KmPost,"Cox,s Bazar 87 km",736,16.000000000019554,KmPost,,,,,link,POINT (92.0879997 21.999833),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,303.866,LRP308a,21.9951108,92.0873608,,Culvert,Box culvert,737,546.9999999999686,Culvert,LRP308a,4.5,A,BRICK FIELD BOX CULVERT,link,POINT (92.0873608 21.9951108),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,303.883,LRP308b,21.9950552,92.0872774,,Culvert,Box culvert,738,16.999999999995907,Culvert,LRP308b,7.375,A,BACK FILD BOX CULVERT,link,POINT (92.0872774 21.9950552),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,304.317,LRP308c,21.9913886,92.086083,BS,Bridge,Bridge start,739,434.0000000000259,Bridge,,,Unknown,,bridge,POINT (92.086083 21.9913886),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,304.377,LRP308d,21.9908886,92.0859163,BE,Bridge,Bridge end,740,60.000000000002274,Bridge,,,Unknown,,bridge,POINT (92.0859163 21.9908886),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,304.396,LRP309,21.9907219,92.0858608,,KmPost,"Cox,s Bazar 86 km,Chokaria 28 km",741,19.000000000005457,KmPost,,,,,link,POINT (92.0858608 21.9907219),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,304.556,LRP309a,21.9893886,92.085333,,Culvert,Box culvert,742,159.99999999996817,Culvert,LRP309a,4.5,A,AZIZNAGOR FOREST BOX CULVERT,link,POINT (92.085333 21.9893886),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,304.962,LRP309b,21.9862219,92.0835274,BS,Bridge,Bridge start,743,4.7,Bridge,LRP309b,4.7,A,AZIZ NOGOR FOREST BOX CULVERT,bridge,POINT (92.0835274 21.9862219),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,304.986,LRP309c,21.9860552,92.0834441,BE,Bridge,Bridge end,744,24.00000000000091,Bridge,,,Unknown,,bridge,POINT (92.0834441 21.9860552),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,305.375,LRP310,21.9829716,92.0817771,,KmPost,"Cox,s Bazar 87 km,Chokaria 27 km",745,389.00000000001,KmPost,,,,,link,POINT (92.0817771 21.9829716),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,305.64,LRP310a,21.9811104,92.0800271,BS,Bridge,Bridge start,746,3.725,Bridge,LRP310a,3.725,A,AZIZNAGOR BOX CULVERT,bridge,POINT (92.0800271 21.9811104),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,305.665,LRP310b,21.9810549,92.0799438,BE,Bridge,Bridge end,747,3.0,Bridge,LRP310b,3.0,A,AZIZ NOGAR BOX CULVERT,bridge,POINT (92.0799438 21.9810549),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,305.919,LRP310c,21.9798882,92.0778327,,Culvert,Box culvert,748,253.99999999996223,Culvert,,,,,link,POINT (92.0778327 21.9798882),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,306.261,LRP310d,21.9789716,92.0747493,,Culvert,Box culvert,749,342.0000000000414,Culvert,,,,,link,POINT (92.0747493 21.9789716),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,306.394,LRP311,21.9781104,92.0739993,,KmPost,"Cox,s Bazar 88 km,Chowria 27 km",750,132.99999999998136,KmPost,,,,,link,POINT (92.0739993 21.9781104),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,307.411,LRP312,21.9729438,92.0670827,,KmPost,"Cox,s Bazar 83 km,Chokaria 25 km",751,1016.999999999996,KmPost,,,,,link,POINT (92.0670827 21.9729438),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,307.582,LRP312a,21.9720827,92.0657222,,"SideRoad,Right",Road to Banskhali (R171),752,170.99999999999227,"SideRoad,Right",LRP312a,6.0,A,.,link,POINT (92.0657222 21.9720827),N1-51,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,True
N1,308.146,LRP312b,21.967666,92.0635,,Culvert,Box culvert,753,564.0000000000214,Culvert,,,,,link,POINT (92.0635 21.967666),N1-52,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,308.411,LRP313,21.9654167,92.0625556,,KmPost,Km post missing,754,264.9999999999864,KmPost,,,,,link,POINT (92.0625556 21.9654167),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,308.666,LRP313a,21.9620278,92.0633611,BS,Bridge,Bridge start,755,2.8,Bridge,LRP313a,2.8,A,.,bridge,POINT (92.0633611 21.9620278),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,308.687,LRP313b,21.9618611,92.0634444,BE,Bridge,Bridge end,756,13.64,Bridge,LRP313b,13.64,A,HARBHANG CHOR,bridge,POINT (92.0634444 21.9618611),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,309.059,LRP313c,21.9590833,92.0653889,,Culvert,Box culvert,757,372.0000000000141,Culvert,,,,,link,POINT (92.0653889 21.9590833),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,309.411,LRP314,21.9578333,92.0665833,,KmPost,Km post missing,758,351.99999999997544,KmPost,,,,,link,POINT (92.0665833 21.9578333),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,309.496,LRP314a,21.9569167,92.0673327,,Culvert,Box culvert,759,84.99999999997954,Culvert,LRP314a,7.65,A,GHOIL MARA BOX CULVERT,link,POINT (92.0673327 21.9569167),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,310.017,LRP314b,21.9516111,92.0678604,BS,Bridge,Bridge start,760,521.000000000015,Bridge,,,Unknown,,bridge,POINT (92.0678604 21.9516111),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,310.038,LRP314c,21.9514444,92.0678604,BE,Bridge,Bridge end,761,21.000000000015007,Bridge,,,Unknown,,bridge,POINT (92.0678604 21.9514444),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,310.341,LRP315,21.9489441,92.0675271,,KmPost,Info.Missing,762,302.99999999999727,KmPost,,,,,link,POINT (92.0675271 21.9489441),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,310.802,LRP315a,21.9446663,92.0668049,,Culvert,Box culvert,763,461.00000000001273,Culvert,LRP315a,3.4,A,HARBANG,link,POINT (92.0668049 21.9446663),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,311.341,LRP316,21.940583,92.0643889,,KmPost,Km post missing,764,538.9999999999873,KmPost,,,,,link,POINT (92.0643889 21.940583),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,311.956,LRP316a,21.9354441,92.0623056,,Culvert,Box culvert,765,615.0000000000091,Culvert,LRP316a,4.2,A,HARBANG,link,POINT (92.0623056 21.9354441),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,312.209,LRP316b,21.9333608,92.0614167,,Culvert,Box culvert,766,252.9999999999859,Culvert,,,,,link,POINT (92.0614167 21.9333608),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,312.366,LRP317,21.9322216,92.06075,,KmPost,"Cox,s Bazar 78 km",767,156.99999999998226,KmPost,,,,,link,POINT (92.06075 21.9322216),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,312.444,LRP317a,21.931666,92.0603611,,Culvert,Box culvert,768,78.00000000003138,Culvert,LRP317a,48.13333333333333,C,HARBANGCHORA,link,POINT (92.0603611 21.931666),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,312.708,LRP317b,21.9296104,92.0592778,,Culvert,Box culvert,769,264.00000000001,Culvert,,,,,link,POINT (92.0592778 21.9296104),N1-52,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,313.381,LRP318,21.9235827,92.0585,,KmPost / KmPost,"Cox,s Bazar 77 km/Start of Cox's Bazar Road Division. / Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.",770,672.999999999945,KmPost,,,,,link,POINT (92.0585 21.9235827),N1-52,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,313.966,LRP318a,21.9177216,92.0597778,,Culvert,Box culvert,771,585.0000000000364,Culvert,LRP318a,9.85,A,ALIPUR BOX CULVERT,link,POINT (92.0597778 21.9177216),N1-52,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,314.269,LRP318b,21.9160833,92.0601389,,Culvert,Box culvert,772,302.99999999999727,Culvert,LRP318b,2.1,A,HARBANG,link,POINT (92.0601389 21.9160833),N1-52,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,314.416,LRP319,21.9148333,92.0604722,,KmPost,"Cox,s Bazar 76 km",773,146.99999999999136,KmPost,,,,,link,POINT (92.0604722 21.9148333),N1-52,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,314.639,LRP319a,21.9128611,92.0606667,,Culvert,Box culvert,774,223.0000000000132,Culvert,LRP319a,41.76,C,HAR BAG BOX CULVERT,link,POINT (92.0606667 21.9128611),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,315.15,LRP319b,21.9083889,92.0605278,,Culvert,Box culvert,775,510.99999999996726,Culvert,LRP319b,3.0,A,HAR BAG BOX CULVERT,link,POINT (92.0605278 21.9083889),N1-52,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,315.42,LRP320,21.9059444,92.0609167,,KmPost,"Cox,s Bazar 75 km",776,270.00000000003865,KmPost,,,,,link,POINT (92.0609167 21.9059444),N1-52,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,315.728,LRP320a,21.9031667,92.0611667,,"SideRoad,Left",Road to Lama(Z1007),777,307.9999999999927,"SideRoad,Left",LRP320a,15.8,A,ATKOTA,link,POINT (92.0611667 21.9031667),N1-52,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,True
N1,316.293,LRP321,21.8969997,92.0612222,,KmPost,"Cox,s Bazar 74 km",778,564.9999999999977,KmPost,,,,,link,POINT (92.0612222 21.8969997),N1-53,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,316.356,LRP321a,21.89646793301105,92.06108684571824,,"SideRoad,Right",Road to Toitong (Z1124),779,62.99999999998818,"SideRoad,Right",LRP321a,7.3,A,AKOTA BAZAR BOX CULVERT,link,POINT (92.06108684571824 21.89646793301105),N1-53,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,True
N1,317.017,LRP321b,21.8908886,92.0596667,,Culvert,Box culvert,780,661.0000000000014,Culvert,LRP321b,45.5,C,BODOI TOLA RCC GIDER BRIDGE,link,POINT (92.0596667 21.8908886),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,3.0,1.5,1.0,1.5,4.5,,False
N1,317.299,LRP322,21.8883886,92.0600833,,KmPost,"Cox,s Bazar 73 km",781,281.99999999998226,KmPost,,,,,link,POINT (92.0600833 21.8883886),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,318.132,LRP322a,21.8810271,92.0589722,,Culvert,Box culvert,782,833.0000000000268,Culvert,LRP322a,21.133333333333333,A,BODOITOLI BOX CULVERT,link,POINT (92.0589722 21.8810271),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,318.311,LRP323,21.879416,92.0590833,,KmPost,Cox's Bazar 72 km,783,178.99999999997362,KmPost,,,,,link,POINT (92.0590833 21.879416),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,318.819,LRP323a,21.874916,92.0591111,,Culvert,Box culvert,784,508.0000000000382,Culvert,,,,,link,POINT (92.0591111 21.874916),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,319.32,LRP324,21.8704993,92.0591389,,KmPost,Info.Missing,785,500.9999999999764,KmPost,,,,,link,POINT (92.0591389 21.8704993),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,320.227,LRP324a,21.8625,92.0595,,Culvert,Box culvert,786,906.9999999999824,Culvert,,,,,link,POINT (92.0595 21.8625),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,320.32,LRP325,21.8616389,92.0596111,,KmPost,Km post missing,787,93.00000000001774,KmPost,,,,,link,POINT (92.0596111 21.8616389),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,320.542,LRP325a,21.8597222,92.0602778,BS,Bridge,Bridge start,788,11.3,Bridge,LRP325a,11.3,A,NOL BELA-1 BOX CULVERT,bridge,POINT (92.0602778 21.8597222),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,320.601,LRP325b,21.8592222,92.0604444,BE,Bridge,Bridge end,789,5.2,Bridge,LRP325b,5.2,A,.,bridge,POINT (92.0604444 21.8592222),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,321.325,LRP326,21.85275,92.0609722,,KmPost,"Cox,s Bazar 69 km",790,723.9999999999895,KmPost,,,,,link,POINT (92.0609722 21.85275),N1-54,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,321.346,LRP326a,21.8526111,92.0609722,,Culvert,Box culvert,791,21.000000000015007,Culvert,LRP326a,8.9,B,.,link,POINT (92.0609722 21.8526111),N1-54,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,2.0,1.5,1.6,1.6,3.2,,False
N1,321.575,LRP326b,21.8505,92.0609444,,Culvert,Box culvert,792,228.999999999985,Culvert,,,,,link,POINT (92.0609444 21.8505),N1-54,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,322.34,LRP327,21.8441386,92.0628056,,KmPost,"Cox,s Bazar 68 km",793,764.9999999999864,KmPost,,,,,link,POINT (92.0628056 21.8441386),N1-54,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,322.553,LRP327a,21.842583,92.0638611,,Culvert,Box culvert,794,213.00000000002228,Culvert,LRP327a,9.65,A,DIDDA BAZAR BOX CULVERT,link,POINT (92.0638611 21.842583),N1-54,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,322.875,LRP327b,21.8399719,92.0651389,,Culvert,Box culvert,795,322.0000000000028,Culvert,,,,,link,POINT (92.0651389 21.8399719),N1-54,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,323.357,LRP328,21.8363052,92.067416,,KmPost,"Cox,s Bazar 67 km",796,482.0000000000277,KmPost,,,,,link,POINT (92.067416 21.8363052),N1-54,42.0,2364.0,1215.0,20823.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,323.671,LRP328a,21.8336663,92.0684438,,Culvert,Box culvert,797,313.99999999996453,Culvert,LRP328a,297.075,D,MATHAMUHURI BRIDGE,link,POINT (92.0684438 21.8336663),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N1,323.842,LRP328b,21.8322216,92.0689993,,"SideRoad,Right",Road to Paharchaanda(Z1125),798,170.99999999999227,"SideRoad,Right",LRP328b,2.0,A,.,link,POINT (92.0689993 21.8322216),N1-54,42.0,2364.0,1215.0,20823.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,True
N1,324.324,LRP329,21.8280827,92.0712771,,KmPost,Cox's Bazar 66 km,799,482.0000000000277,KmPost,,,,,link,POINT (92.0712771 21.8280827),N1-55,44.0,774.0,249.0,6825.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,324.618,LRP329a,21.8256938,92.0723882,BS,Bridge,Bridge start,800,3.7,Bridge,LRP329a,3.7,A,.,bridge,POINT (92.0723882 21.8256938),N1-55,44.0,774.0,249.0,6825.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,324.666,LRP329b,21.8252771,92.0725549,BE,Bridge,Bridge end,801,48.00000000000182,Bridge,,,Unknown,,bridge,POINT (92.0725549 21.8252771),N1-55,44.0,774.0,249.0,6825.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,325.183,LRP329c,21.8208882,92.0741104,,Culvert,Box culvert,802,516.9999999999959,Culvert,,,,,link,POINT (92.0741104 21.8208882),N1-55,44.0,774.0,249.0,6825.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,325.332,LRP330,21.8195271,92.0741382,,KmPost,Cox's Bazar 65km,803,149.0000000000009,KmPost,,,,,link,POINT (92.0741382 21.8195271),N1-55,44.0,774.0,249.0,6825.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,325.513,LRP330a,21.8179716,92.073916,,Culvert,Box culvert,804,180.9999999999832,Culvert,LRP330a,6.8,A,.,link,POINT (92.073916 21.8179716),N1-55,44.0,774.0,249.0,6825.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,326.344,LRP331,21.8119444,92.0776382,,KmPost,Cox.s Bazar 64 km,805,831.0000000000173,KmPost,,,,,link,POINT (92.0776382 21.8119444),N1-55,44.0,774.0,249.0,6825.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N1,327.188,LRP331a,21.8045278,92.077166,,"SideRoad,Right",Road to Paharchanda(Z1002),806,843.9999999999941,"SideRoad,Right",LRP331a,9.3,B,BANDI BAZAR BOX CULVERT,link,POINT (92.077166 21.8045278),N1-55,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,2.0,1.5,1.6,1.6,3.2,,True
N1,327.344,LRP331b,21.8031389,92.0772493,BS,Bridge,Bridge start,807,156.0000000000059,Bridge,,,Unknown,,bridge,POINT (92.0772493 21.8031389),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,327.359,LRP331c,21.8030278,92.0772771,BE,Bridge,Bridge end,808,14.999999999986358,Bridge,,,Unknown,,bridge,POINT (92.0772771 21.8030278),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,327.369,LRP332,21.8029167,92.0772771,,KmPost,"Cox,s Bazar 63 km",809,10.000000000047748,KmPost,,,,,link,POINT (92.0772771 21.8029167),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,328.362,LRP333,21.7941941,92.0783882,,KmPost,"Cox,s Bazar 62 km",810,992.999999999995,KmPost,,,,,link,POINT (92.0783882 21.7941941),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,329.137,LRP333a,21.7873886,92.0788882,,Culvert,Box culvert,811,774.9999999999773,Culvert,LRP333a,12.6,A,HASIRUGIGI,link,POINT (92.0788882 21.7873886),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,329.237,LRP333b,21.7864997,92.0790271,,Culvert,Box culvert,812,100.00000000002274,Culvert,,,,,link,POINT (92.0790271 21.7864997),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,329.375,LRP334,21.7853052,92.079166,,KmPost,"Cox,s Bazar 61 km",813,137.9999999999768,KmPost,,,,,link,POINT (92.079166 21.7853052),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,329.555,LRP334a,21.7836941,92.0792771,,Culvert,Box culvert,814,180.00000000000682,Culvert,LRP334a,14.45,A,.,link,POINT (92.0792771 21.7836941),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,330.374,LRP335,21.7782493,92.0840552,,KmPost,"Cox,s Bazar 60 km",815,819.0000000000168,KmPost,,,,,link,POINT (92.0840552 21.7782493),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,330.454,LRP335a,21.7776382,92.0843886,,Culvert,Box culvert,816,79.99999999998408,Culvert,LRP335a,12.8,A,CHOHAJANYA (1),link,POINT (92.0843886 21.7776382),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,330.679,LRP335b,21.7758049,92.0851108,,Culvert,Box culvert,817,224.9999999999659,Culvert,,,,,link,POINT (92.0851108 21.7758049),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,330.874,LRP335c,21.7737216,92.0840552,,CrossRoad,Intersection with Z1126,818,195.00000000005,CrossRoad,,,,,link,POINT (92.0840552 21.7737216),N1-56,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,True
N1,331.009,LRP335d,21.7732771,92.0837219,,Culvert,Box culvert,819,134.9999999999909,Culvert,,,,,link,POINT (92.0837219 21.7732771),N1-57,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,331.302,LRP336,21.7713049,92.0818327,,KmPost,"Cox,s Bazar 59 km",820,293.0000000000064,KmPost,,,,,link,POINT (92.0818327 21.7713049),N1-57,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,331.326,LRP336a,21.7711938,92.0816382,BS,Bridge,Bridge start,821,8.350000000000001,Bridge,LRP336a,8.350000000000001,A,CHOHAJANIYA (2),bridge,POINT (92.0816382 21.7711938),N1-57,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,331.637,LRP336b,21.7693327,92.079416,BE,Bridge,Bridge end,822,60.125,Bridge,LRP336b,60.125,A,Ghagot Bridge.,bridge,POINT (92.079416 21.7693327),N1-57,44.0,774.0,249.0,6825.0,0.6,5.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
