road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms,model_type,geometry
R211,7.409,LRP007c,24.043833,90.738333,BE,Bridge,Bridge end,11985,16.2288,Bridge,LRP007c,16.2288,D,BORO DOARA BOX CULVERT,bridge,POINT (90.738333 24.043833)
R211,7.459,LRP007d,24.0442219,90.7382497,,"SideRoad,Right",Road to Balebo(Z2035),11986,49.99999999999982,"SideRoad,Right",LRP007d,12.9103125,D,.,link,POINT (90.7382497 24.0442219)
R211,7.994,LRP008,24.0489719,90.7371941,,KmPost,Koshoreganj 41 km Motkhola 22 km,11987,535.0000000000001,KmPost,,,,,link,POINT (90.7371941 24.0489719)
R211,8.247,LRP008a,24.0511944,90.7367219,,Culvert,Box Culvert,11988,253.0000000000001,Culvert,LRP008a,7.324999999999999,D,.,link,POINT (90.7367219 24.0511944)
R211,9.007,LRP009,24.0578056,90.7376108,,KmPost,Kishoreganj 40 km Motkhola 21 km,11989,759.9999999999998,KmPost,,,,,link,POINT (90.7376108 24.0578056)
R211,9.095,LRP009a,24.0585556,90.7374441,,Culvert,Box Culvert,11990,88.00000000000097,Culvert,LRP009a,11.624104046242774,D,.,link,POINT (90.7374441 24.0585556)
R211,10.014,LRP010,24.0665833,90.7357219,,KmPost,Kishoreganj 39 km Motkhola 20 km,11991,918.9999999999987,KmPost,,,,,link,POINT (90.7357219 24.0665833)
R211,10.017,LRP010a,24.06661666,90.7357552,,Culvert,Pipe Culvert,11992,3.0000000000001137,Culvert,LRP010a,15.930758620689655,D,Fulbaria Bridge(Left),link,POINT (90.7357552 24.06661666)
R211,10.019,LRP010b,24.0666389,90.7357774,,Culvert,Pipe Culvert,11993,2.000000000000668,Culvert,LRP010b,12.80155737704918,D,NOYAPARA CULVERT,link,POINT (90.7357774 24.0666389)
R211,11.014,LRP011,24.0755549,90.735083,,KmPost,Km post missing,11994,994.9999999999992,KmPost,,,,,link,POINT (90.735083 24.0755549)
R211,11.662,LRP011a,24.0809993,90.7332216,,"SideRoad,Right",Road to Puradia (R212),11995,648.0000000000015,"SideRoad,Right",LRP011a,12.8524025974026,D,NAYABARI KASPUR BOX CULVERT,link,POINT (90.7332216 24.0809993)
R211,11.912,LRP012,24.0826382,90.731916,,KmPost,Info not Clear,11996,250.0,KmPost,,,,,link,POINT (90.731916 24.0826382)
R211,12.919,LRP013,24.0898608,90.7262493,,KmPost,Kishoreganj 36 km Motkhola 17 km,11997,1006.9999999999997,KmPost,,,,,link,POINT (90.7262493 24.0898608)
R211,13.223,LRP013a,24.0919997,90.7244993,,Culvert,Box Culvert,11998,304.0000000000003,Culvert,LRP013a,5.6,D,Madanpur Bridge.(L),link,POINT (90.7244993 24.0919997)
R211,13.364,LRP013b,24.0930274,90.7236104,,Culvert,Box Culvert,11999,141.0,Culvert,LRP013b,20.741968503937013,D,Madanpur Bridge(R),link,POINT (90.7236104 24.0930274)
R211,14.075,LRP014,24.0957219,90.7175827,,KmPost,Kishoreganj 35 km Motkhola 16 km,12000,710.9999999999985,KmPost,,,,,link,POINT (90.7175827 24.0957219)
R211,15.077,LRP015,24.1007222,90.7100556,,KmPost,Info missing,12001,1002.0000000000007,KmPost,,,,,link,POINT (90.7100556 24.1007222)
R211,16.068,LRP016,24.1090278,90.7068056,,KmPost,Kishoreganj 30 km Motkhola 14 km,12002,991.0000000000015,KmPost,,,,,link,POINT (90.7068056 24.1090278)
R211,16.71,LRP016a,24.11475,90.7031111,,Culvert,Pipe Culvert,12003,641.9999999999994,Culvert,LRP016a,15.506954732510286,D,BANTI BOX CULVERT,link,POINT (90.7031111 24.11475)
R211,17.059,LRP016b,24.1166389,90.7018611,,"SideRoad,Left",Road to Monohardi,12004,349.0000000000002,"SideRoad,Left",LRP016b,11.682068965517242,D,NEEMTOLI BRIDGE,link,POINT (90.7018611 24.1166389)
R211,17.081,LRP017,24.1167771,90.7017778,,KmPost,Info missing,12005,21.999999999998465,KmPost,,,,,link,POINT (90.7017778 24.1167771)
R211,17.137,LRP017a,24.1172493,90.7015833,,"SideRoad,Left",Mawna-Monohardi(Hetemdi)Road,12006,56.00000000000094,"SideRoad,Left",LRP017a,15.144881516587676,D,.,link,POINT (90.7015833 24.1172493)
R211,17.511,LRP017b,24.1205271,90.7011389,,Culvert,Box Culvert,12007,373.99999999999875,Culvert,LRP017b,15.196555555555555,D,.,link,POINT (90.7011389 24.1205271)
R211,18.11,LRP018,24.1258604,90.7012222,,KmPost,Info not clear,12008,599.0000000000002,KmPost,,,,,link,POINT (90.7012222 24.1258604)
R211,18.125,LRP018a,24.1259716,90.7012222,,Monument,Box Culvert,12009,15.000000000000568,Monument,LRP018a,6.0,D,Darikandi Bridge (L),link,POINT (90.7012222 24.1259716)
R211,18.52,LRP018b,24.1303604,90.702,,Culvert,Pipe Culvert,12010,394.99999999999955,Culvert,LRP018b,11.44093023255814,D,Darikandi Bridge (R),link,POINT (90.702 24.1303604)
R211,19.13,LRP019,24.134833,90.7020556,,KmPost,Kishoreganj 30 km Motkhola 11 km,12011,609.9999999999994,KmPost,,,,,link,POINT (90.7020556 24.134833)
R211,19.579,LRP019a,24.1387497,90.7027222,BS,Bridge,Bridge start,12012,5.125,Bridge,LRP019a,5.125,D,.,bridge,POINT (90.7027222 24.1387497)
R211,19.59,LRP019b,24.1388052,90.7027222,BE,Bridge,Bridge end,12013,32.3065,Bridge,LRP019b,32.3065,D,Railway Flyover,bridge,POINT (90.7027222 24.1388052)
R211,19.604,LRP019c,24.1389163,90.7027222,,Culvert,Box Culvert,12014,13.999999999999346,Culvert,LRP019c,13.522439024390245,D,.,link,POINT (90.7027222 24.1389163)
R211,19.902,LRP019d,24.1414997,90.7032222,,"SideRoad,Left",Monohardi link road Z 2049,12015,298.0000000000018,"SideRoad,Left",LRP019d,21.01529411764706,C,.,link,POINT (90.7032222 24.1414997)
R211,20.169,LRP020,24.1436663,90.7035833,,KmPost,Kishoreganj 29 km Motkhola 10 km,12016,266.99999999999943,KmPost,,,,,link,POINT (90.7035833 24.1436663)
R211,20.569,LRP020a,24.1469719,90.7048611,,Culvert,Box Culvert,12017,399.9999999999986,Culvert,LRP020a,17.791257485029938,D,KRIBORDI BOX CULVERT,link,POINT (90.7048611 24.1469719)
R211,20.804,LRP020b,24.1495552,90.7069444,,Culvert,Pipe Culvert,12018,234.99999999999943,Culvert,LRP020b,13.226486486486486,D,Hashara-2 Bridge,link,POINT (90.7069444 24.1495552)
R211,21.181,LRP021,24.15125,90.7085556,,KmPost,Info missing,12019,377.00000000000244,KmPost,,,,,link,POINT (90.7085556 24.15125)
R211,22.2,LRP022,24.1583611,90.71475,,KmPost,Kishoreganj 27 km Motkhola 8 km,12020,1018.9999999999984,KmPost,,,,,link,POINT (90.71475 24.1583611)
R211,22.33,LRP022a,24.1592778,90.7155278,,Culvert,Box Culvert,12021,129.999999999999,Culvert,LRP022a,18.680838709677417,D,NORTH HIJOLTOLI BRIDGE (1),link,POINT (90.7155278 24.1592778)
R211,22.638,LRP022b,24.1614444,90.7173604,,"SideRoad,Right",Ropad to Shaker bazar Z2115,12022,308.0000000000034,"SideRoad,Right",LRP022b,5.441219512195122,D,FOTIKCHORI BAZAR BOX CULVERT,link,POINT (90.7173604 24.1614444)
R211,22.861,LRP022c,24.1631667,90.7182771,BS,Bridge,Bridge start,12023,11.473103448275863,Bridge,LRP022c,11.473103448275863,C,.,bridge,POINT (90.7182771 24.1631667)
R211,22.869,LRP022d,24.1631944,90.7182771,BE,Bridge,Bridge end,12024,4.575,Bridge,LRP022d,4.575,B,NORTH HIJOLTOLI CULVERT (2),bridge,POINT (90.7182771 24.1631944)
R211,22.981,LRP022e,24.1641389,90.718916,,"SideRoad,Left",Monohardi link road Z2049,12025,112.00000000000188,"SideRoad,Left",,,,,link,POINT (90.718916 24.1641389)
R211,23.234,LRP023,24.1654444,90.7207493,,KmPost,Kishoreganj 26 km Motkhola 7 km,12026,253.0000000000001,KmPost,,,,,link,POINT (90.7207493 24.1654444)
R211,24.245,LRP024,24.1729438,90.7253604,,KmPost,Kishoreganj 25 km Motkhola 6 km,12027,1010.9999999999992,KmPost,,,,,link,POINT (90.7253604 24.1729438)
R211,24.972,LRP024a,24.1804993,90.7278049,,Culvert,Box Culvert,12028,727.0000000000003,Culvert,LRP024a,32.48182481751825,D,Meghna Bridge,link,POINT (90.7278049 24.1804993)
R211,25.272,LRP025,24.1816938,90.7280549,,KmPost,Kishoreganj 24 km Motkhola 5 km,12029,299.99999999999716,KmPost,,,,,link,POINT (90.7280549 24.1816938)
R211,25.457,LRP025a,24.1833049,90.7284716,,Culvert,Box Culvert,12030,185.00000000000227,Culvert,LRP025a,18.87540740740741,D,KANDA PARA BOX CULVERT,link,POINT (90.7284716 24.1833049)
R211,26.272,LRP026,24.1901941,90.7308882,,KmPost,Km post missing,12031,814.9999999999977,KmPost,,,,,link,POINT (90.7308882 24.1901941)
R211,26.457,LRP026a,24.1913886,90.7294438,,CrossRoad,Intersection with Z2122 (Nayerkand-Shaker bazar road),12032,185.00000000000227,CrossRoad,LRP026a,14.939922480620154,D,TATULTALA CULVERT,link,POINT (90.7294438 24.1913886)
R211,26.934,LRP026b,24.1947219,90.7269716,,Culvert,Box Culvert,12033,477.00000000000034,Culvert,LRP026b,16.88783783783784,D,BAILAKANDI CULVERT,link,POINT (90.7269716 24.1947219)
R211,27.261,LRP027,24.197333,90.7255271,,KmPost,Kishoreganj 22 km Motkhola 3 km,12034,326.9999999999982,KmPost,,,,,link,POINT (90.7255271 24.197333)
R211,27.704,LRP027a,24.20025,90.7242216,,Culvert,Box Culvert,12035,443.00000000000136,Culvert,LRP027a,18.935249999999996,D,MALUAKANDI CULVEDRT,link,POINT (90.7242216 24.20025)
R211,28.267,LRP028,24.2060556,90.7232771,,KmPost,Kishoreganj 21 km Motkhola 3 km,12036,562.9999999999989,KmPost,,,,,link,POINT (90.7232771 24.2060556)
R211,29.278,LRP029,24.2138056,90.7182493,,KmPost,Km post Coverad by vesatation,12037,1010.9999999999992,KmPost,,,,,link,POINT (90.7182493 24.2138056)
R211,30.283,LRP030,24.2214438,90.7130278,,KmPost,Kishoreganj 19km Motkhola 0 km,12038,1005.0000000000025,KmPost,,,,,link,POINT (90.7130278 24.2214438)
R211,31.13,LRP030a,24.227666,90.7084167,,Culvert,Box Culvert,12039,846.9999999999977,Culvert,LRP030a,12.936262626262627,D,VITIKANDA - ANAR PUR CULVERT,link,POINT (90.7084167 24.227666)
R211,31.288,LRP031,24.2288049,90.7074722,,KmPost,Kishoreganj  18 km,12040,158.00000000000125,KmPost,,,,,link,POINT (90.7074722 24.2288049)
R211,32.292,LRP032,24.2353886,90.7008333,,KmPost,Kishoreganj  17 km,12041,1004.0000000000014,KmPost,,,,,link,POINT (90.7008333 24.2353886)
R211,33.039,LRP033,24.23994162769784,90.69909146438847,,KmPost / KmPost,Kotiadi 12 km / Start of kishoregnj road division (Road division demarcation pillar places alongside the Kilometer Post) / Kotiadi 12 km / Start of kishoregnj road division (Road division demarcation pillar places alongside the Kilometer Post),12042,746.9999999999999,KmPost,,,,,link,POINT (90.69909146438847 24.23994162769784)
R211,33.126,LRP033a,24.2404719,90.6988886,BS,Bridge,Baily Bridge start,12043,8.836526315789472,Bridge,LRP033a,8.836526315789472,D,PURRANBUICHE BOX CULVERT,bridge,POINT (90.6988886 24.2404719)
R211,33.297,LRP033b,24.2419441,90.6994997,BE,Bridge,Baily Bridge end,12044,11.457674418604652,Bridge,LRP033b,11.457674418604652,D,NOYAPARA,bridge,POINT (90.6994997 24.2419441)
R211,33.307,LRP034,24.2419719,90.6995274,,KmPost,Kotiadi 12 km,12045,10.000000000005116,KmPost,,,,,link,POINT (90.6995274 24.2419719)
R211,33.614,LRP034a,24.2443052,90.7010833,,Culvert,Box culvert,12046,306.99999999999505,Culvert,LRP034a,7.085,D,Madhya Baushia Bridge(L),link,POINT (90.7010833 24.2443052)
R211,34.057,LRP035,24.2481941,90.7013889,,KmPost,Kotiadi 11km,12047,443.00000000000495,KmPost,,,,,link,POINT (90.7013889 24.2481941)
R211,34.087,LRP035a,24.2484997,90.7013889,,Culvert,Box Culvert,12048,30.000000000001137,Culvert,LRP035a,25.836701030927838,D,.,link,POINT (90.7013889 24.2484997)
R211,34.231,LRP035b,24.2497219,90.7013056,,"SideRoad,Left","R312,Rajendrapur Chowrata-Motkho,a road",12049,143.99999999999835,"SideRoad,Left",LRP035b,19.55181818181818,C,BAGDI BOX CULVERT,link,POINT (90.7013056 24.2497219)
R211,35.06,LRP036,24.2521111,90.7088611,,KmPost,Kotiadi 10 km,12050,829.0000000000007,KmPost,,,,,link,POINT (90.7088611 24.2521111)
R211,36.06,LRP037,24.2562778,90.7177493,,KmPost,Km post missing,12051,1000.0,KmPost,,,,,link,POINT (90.7177493 24.2562778)
R211,37.046,LRP038,24.2606944,90.725916,,KmPost,Kotiadi 8 km,12052,985.999999999997,KmPost,,,,,link,POINT (90.725916 24.2606944)
R211,37.383,LRP038a,24.2621111,90.7288327,,Culvert,Box Culvert,12053,337.0000000000033,Culvert,LRP038a,22.162142857142854,D,Bala Nagar Bridge,link,POINT (90.7288327 24.2621111)
R211,38.013,LRP039,24.2651111,90.7340552,,KmPost,Kotiadi 7 km,12054,629.9999999999955,KmPost,,,,,link,POINT (90.7340552 24.2651111)
R211,39.064,LRP040,24.2658611,90.7437774,,KmPost,Itakhola 41 km,12055,1051.0000000000018,KmPost,,,,,link,POINT (90.7437774 24.2658611)
R211,39.505,LRP040a,24.2643611,90.7477774,,Culvert,Box Culvert,12056,441.0000000000025,Culvert,LRP040a,17.093478260869563,D,PATUAR PAR CULVERT,link,POINT (90.7477774 24.2643611)
R211,40.064,LRP041,24.26325,90.7531944,,KmPost,Km post missing,12057,558.9999999999975,KmPost,,,,,link,POINT (90.7531944 24.26325)
R211,40.954,LRP041a,24.26375,90.7618889,,Culvert,Box Culvert,12058,890.0000000000006,Culvert,LRP041a,18.853389830508473,D,AKLIMTOLA BRIDGE,link,POINT (90.7618889 24.26375)
R211,41.043,LRP042,24.2638056,90.7627778,,KmPost,Kotiadi 4 km,12059,88.99999999999864,KmPost,,,,,link,POINT (90.7627778 24.2638056)
R211,42.054,LRP043,24.2587222,90.7697771,,KmPost,Kotiadi 3 km,12060,1011.0000000000027,KmPost,,,,,link,POINT (90.7697771 24.2587222)
R211,43.054,LRP044,24.2545833,90.7782216,,KmPost,Kotiadi 2 km,12061,1000.0,KmPost,,,,,link,POINT (90.7782216 24.2545833)
R211,43.239,LRP044a,24.2540278,90.7799438,,Culvert,Box Culvert,12062,184.99999999999517,Culvert,LRP044a,20.295862068965516,D,SHASPUR CULVERT,link,POINT (90.7799438 24.2540278)
R211,44.054,LRP045,24.2513333,90.7877219,,KmPost,Km post missing,12063,815.0000000000048,KmPost,,,,,link,POINT (90.7877219 24.2513333)
R211,44.158,LRP045a,24.2513333,90.7881941,,Culvert,Box Culvert,12064,103.9999999999992,Culvert,LRP045a,18.42206349206349,D,DUBAIL CULVERT,link,POINT (90.7881941 24.2513333)
R211,45.114,LRPE,24.2523333,90.7966941,,Others,The road ends Intersecting R360 at Kotiadi.,12065,955.9999999999959,Others,,,,,link,POINT (90.7966941 24.2523333)
R212,0.0,LRPS,24.0808882,90.7333608,,Others,Start of road from R211 at Akdaria,12066,0.0,Others,,,,,link,POINT (90.7333608 24.0808882)
R212,1.007,LRP001,24.0895274,90.7351108,,KmPost,Puradia 15 km,12067,1006.9999999999999,KmPost,,,,,link,POINT (90.7351108 24.0895274)
R212,1.198,LRP001a,24.091083,90.7344163,,Culvert,Box Culvert,12068,191.00000000000006,Culvert,LRP001a,5.890000000000001,D,.,link,POINT (90.7344163 24.091083)
R212,2.011,LRP002,24.0982497,90.7333608,,KmPost,Agarpur 22 km Puradia 14 km,12069,813.0000000000001,KmPost,,,,,link,POINT (90.7333608 24.0982497)
R212,2.962,LRP002a,24.106622150492125,90.73338682145668,,Culvert,Pipe Culvert,12070,951.0000000000001,Culvert,LRP002a,14.011918735891648,D,Brorechon,link,POINT (90.73338682145668 24.106622150492125)
R212,3.027,LRP003,24.1071944,90.7333886,,KmPost,Shekher bazar 6 km Agarpur 21 km,12071,64.99999999999994,KmPost,,,,,link,POINT (90.7333886 24.1071944)
R212,4.027,LRP004,24.1159444,90.7352219,,KmPost,Puradia 12 km Agarpur 20 km,12072,1000.0,KmPost,,,,,link,POINT (90.7352219 24.1159444)
R212,4.642,LRP004a,24.1211382,90.7361108,,Culvert,Pipe Culvert,12073,615.0000000000002,Culvert,LRP004a,6.8,D,Bypile Bridge,link,POINT (90.7361108 24.1211382)
R212,5.035,LRP005,24.124416,90.7373052,,KmPost,Shekher bazar 4 km,12074,392.9999999999998,KmPost,,,,,link,POINT (90.7373052 24.124416)
R212,6.046,LRP006,24.1309993,90.7432219,,KmPost,Shekher bazar 3 km Puradia 9 km,12075,1011.0000000000001,KmPost,,,,,link,POINT (90.7432219 24.1309993)
R212,6.352,LRP006a,24.1330271,90.7432219,,Culvert,Pipe Culvert,12076,306.00000000000006,Culvert,LRP006a,14.318190709046453,D,.,link,POINT (90.7432219 24.1330271)
R212,7.042,LRP007,24.1391108,90.7470274,,KmPost,Puradia 8 km,12077,689.9999999999995,KmPost,,,,,link,POINT (90.7470274 24.1391108)
R212,8.021,LRP007a,24.1469997,90.7500556,,Culvert,Pipe Culvert,12078,979.000000000001,Culvert,LRP007a,13.762440318302389,D,PASHIM CHARAKUL CUL,link,POINT (90.7500556 24.1469997)
R212,8.042,LRP008,24.1474997,90.7501667,,KmPost,Info missing,12079,20.99999999999902,KmPost,,,,,link,POINT (90.7501667 24.1474997)
R212,8.196,LRP008a,24.1488886,90.7500556,BS,Bridge,Bridge start,12080,7.324999999999999,Bridge,LRP008a,7.324999999999999,D,.,bridge,POINT (90.7500556 24.1488886)
R212,8.222,LRP008b,24.1491108,90.7500556,BE,Bridge,Bridge end,12081,20.49904411764706,Bridge,LRP008b,20.49904411764706,D,Kanch pur Bridge.,bridge,POINT (90.7500556 24.1491108)
R212,8.61,LRP008c,24.15229604835821,90.74997493074626,,Culvert,Pipe Culvert,12082,387.9999999999999,Culvert,LRP008c,14.57787234042553,D,RAZENDROPOR CUL,link,POINT (90.74997493074626 24.15229604835821)
R212,8.892,LRP008d,24.1546111,90.7499163,,Culvert,Pipe Culvert,12083,282.0,Culvert,LRP008d,4.179473684210527,D,RAZENDRO PUR CUL,link,POINT (90.7499163 24.1546111)
R212,9.07,LRP009,24.1565556,90.7502778,,KmPost,Info missing,12084,178.00000000000082,KmPost,,,,,link,POINT (90.7502778 24.1565556)
R212,9.24,LRP009a,24.1580278,90.7506389,,"SideRoad,Left",Road to Chalakchar (Z2122),12085,169.99999999999994,"SideRoad,Left",LRP009a,11.624104046242774,D,.,link,POINT (90.7506389 24.1580278)
R212,9.754,LRP009b,24.1586667,90.7546389,,Culvert,Pipe Culvert,12086,513.9999999999993,Culvert,LRP009b,4.6,D,SOYAMI BAZAR(2)CULVERT,link,POINT (90.7546389 24.1586667)
R212,10.209,LRP010,24.1581111,90.7599444,,KmPost,Info missing,12087,455.00000000000006,KmPost,,,,,link,POINT (90.7599444 24.1581111)
R212,10.427,LRP010a,24.1578333,90.7620833,,Culvert,Box Culvert,12088,217.99999999999997,Culvert,LRP010a,15.930758620689655,D,Fulbaria Bridge(Left),link,POINT (90.7620833 24.1578333)
R212,11.151,LRP010b,24.1566389,90.7689438,BS,Bridge,25.2m (manually),12089,12.80155737704918,Bridge,LRP010b,12.80155737704918,D,NOYAPARA CULVERT,bridge,POINT (90.7689438 24.1566389)
R212,11.177,LRP010c,24.1565,90.769166,BE,Bridge,Bridge end,12090,4.15,Bridge,LRP010c,4.15,D,ADUPUR CULVERT,bridge,POINT (90.769166 24.1565)
R212,11.209,LRP011,24.1563333,90.7694438,,KmPost,Km post missing,12091,32.00000000000003,KmPost,,,,,link,POINT (90.7694438 24.1563333)
R212,11.452,LRP011a,24.1558889,90.7705549,,Culvert,Box Culvert,12092,243.00000000000034,Culvert,LRP011a,12.8524025974026,D,NAYABARI KASPUR BOX CULVERT,link,POINT (90.7705549 24.1558889)
R212,11.81,LRP011b,24.1558056,90.7736938,,Culvert,Pipe Culvert,12093,358.00000000000057,Culvert,LRP011b,14.081509433962266,D,BINGUL SLAB CULVERT,link,POINT (90.7736938 24.1558056)
R212,12.103,LRP011c,24.156662276190477,90.77756947769424,,Culvert,Box Culvert,12094,292.99999999999926,Culvert,LRP011c,28.004473684210527,D,NADAI BOX CULVERT,link,POINT (90.77756947769424 24.156662276190477)
R212,12.209,LRP012,24.1569722,90.7789716,,KmPost,Km post missing,12095,105.99999999999987,KmPost,,,,,link,POINT (90.7789716 24.1569722)
R212,12.259,LRP012a,24.157,90.7793327,,Culvert,Box Culvert,12096,50.00000000000071,Culvert,LRP012a,14.478867313915858,D,KHAS PARA BOX CULVERT,link,POINT (90.7793327 24.157)
R212,13.209,LRP013,24.1609722,90.7873608,,KmPost,Km post missing,12097,949.9999999999993,KmPost,,,,,link,POINT (90.7873608 24.1609722)
R212,13.462,LRP013a,24.1611944,90.7881386,,Culvert,Pipe Culvert,12098,253.0000000000001,Culvert,LRP013a,5.6,D,Madanpur Bridge.(L),link,POINT (90.7881386 24.1611944)
R212,14.12,LRP013b,24.161606713684208,90.79610930526316,BS,Bridge,7.1m Manually,12099,20.741968503937013,Bridge,LRP013b,20.741968503937013,D,Madanpur Bridge(R),bridge,POINT (90.79610930526316 24.161606713684208)
R212,14.127,LRP013c,24.1616111,90.7961941,BE,Bridge,Bridge end,12100,23.843538461538465,Bridge,LRP013c,23.843538461538465,D,Dhaleshwari Bridge-2,bridge,POINT (90.7961941 24.1616111)
R212,14.196,LRP014,24.1613333,90.7966941,,KmPost,Info missing,12101,68.99999999999906,KmPost,,,,,link,POINT (90.7966941 24.1613333)
R212,14.762,LRP014a,24.15947553194748,90.8004442525164,,Culvert,Pipe Culvert,12102,566.0000000000007,Culvert,LRP014a,5.2,D,KAWTALA BOX CULVERT,link,POINT (90.8004442525164 24.15947553194748)
R212,15.11,LRP014b,24.1583333,90.80275,,Culvert,Pipe Culvert,12103,347.999999999999,Culvert,LRP014b,11.38452380952381,D,KUSIAMRA(1) BOX CULVERT,link,POINT (90.80275 24.1583333)
R212,15.201,LRP015,24.1584444,90.8053333,,KmPost,Agarpur 8 km Belabo 8 km,12104,91.00000000000108,KmPost,,,,,link,POINT (90.8053333 24.1584444)
R212,15.396,LRP015a,24.1585278,90.8072778,,"SideRoad,Right",Road to Belabo (Z2121),12105,195.00000000000028,"SideRoad,Right",LRP015a,15.885675675675676,D,CHANDORA CULVERT,link,POINT (90.8072778 24.1585278)
R212,15.757,LRP015b,24.1596944,90.8104722,BS,Bridge,260.6m (manually),12106,10.475,Bridge,LRP015b,10.475,D,.,bridge,POINT (90.8104722 24.1596944)
R212,16.022,LRP015c,24.1601667,90.813,BE,Bridge,Bridge  end,12107,16.05142857142857,Bridge,LRP015c,16.05142857142857,D,BORYCHORY (2) BOX CULVERT,bridge,POINT (90.813 24.1601667)
R212,16.06,LRP015d,24.1602222,90.8133333,BS,Bridge,Bridge start,12108,48.65086956521739,Bridge,LRP015d,48.65086956521739,D,BORYCHORY (4) BOX CULVERT,bridge,POINT (90.8133333 24.1602222)
R212,16.069,LRP015e,24.16025,90.8134167,BE,Bridge,Bridge  end,12109,32.87222222222222,Bridge,LRP015e,32.87222222222222,C,.,bridge,POINT (90.8134167 24.16025)
R212,16.201,LRP016,24.1602778,90.8146389,,KmPost,Km post missing,12110,132.00000000000145,KmPost,,,,,link,POINT (90.8146389 24.1602778)
R212,16.501,LRP016a,24.1599722,90.8154167,,Culvert,Pipe Culvert,12111,300.0000000000007,Culvert,LRP016a,15.506954732510286,D,BANTI BOX CULVERT,link,POINT (90.8154167 24.1599722)
R212,16.521,LRP016b,24.1597778,90.817666,,Others,Start of Earth Road,12112,19.999999999999574,Others,LRP016b,11.682068965517242,D,NEEMTOLI BRIDGE,link,POINT (90.817666 24.1597778)
R212,16.677,LRP016c,24.1598056,90.819166,,Culvert,Box Culvert,12113,155.9999999999988,Culvert,LRP016c,7.243999999999999,D,NURUTAL BOX CUL,link,POINT (90.819166 24.1598056)
R212,17.109,LRP016d,24.1601944,90.8232493,,Culvert,Box Culvert,12114,432.00000000000216,Culvert,LRP016d,6.2034782608695656,D,.,link,POINT (90.8232493 24.1601944)
R212,17.201,LRP017,24.1605833,90.8239993,,KmPost,Km post missing,12115,91.99999999999875,KmPost,,,,,link,POINT (90.8239993 24.1605833)
R212,17.245,LRP017a,24.1607778,90.8243327,BS,Bridge,Bridge under constnuction,12116,15.144881516587676,Bridge,LRP017a,15.144881516587676,D,.,bridge,POINT (90.8243327 24.1607778)
R212,17.414,LRP017b,24.1615556,90.8256938,BE,Bridge / Bridge,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division,12117,15.196555555555555,Bridge,LRP017b,15.196555555555555,D,.,bridge,POINT (90.8256938 24.1615556)
R212,17.812,LRP017c,24.1632778,90.8289993,BS,Bridge,Bridge start,12118,8.497799999999998,Bridge,LRP017c,8.497799999999998,D,SHIMOLIA,bridge,POINT (90.8289993 24.1632778)
R212,17.819,LRP017d,24.1632778,90.8290271,BE,Bridge / Others,Bridge end / Start of Bituminous Road,12119,11.442857142857145,Bridge,LRP017d,11.442857142857145,D,.,bridge,POINT (90.8290271 24.1632778)
R212,18.047,LRP017f,24.1640278,90.8310271,BS,Bridge,Bridge start,12120,3.5666666666666664,Bridge,LRP017f,3.5666666666666664,A,.,bridge,POINT (90.8310271 24.1640278)
R212,18.059,LRP017g,24.1640278,90.8310827,BE,Bridge,Bridge end,12121,2.85,Bridge,LRP017g,2.85,A,VOTARPAR BOX CULVERT,bridge,POINT (90.8310827 24.1640278)
R212,18.201,LRP018,24.1642778,90.8324993,,KmPost,Km post missing,12122,141.99999999999946,KmPost,,,,,link,POINT (90.8324993 24.1642778)
R212,19.201,LRP019,24.1693049,90.8380552,,KmPost,Km post missing,12123,1000.0,KmPost,,,,,link,POINT (90.8380552 24.1693049)
R212,19.294,LRP019a,24.169666,90.8389163,,Culvert,Box Culvert,12124,92.99999999999997,Culvert,LRP019a,5.125,D,.,link,POINT (90.8389163 24.169666)
R212,19.516,LRP019b,24.1703327,90.8409441,BS,Bridge,Bridge start,12125,32.3065,Bridge,LRP019b,32.3065,D,Railway Flyover,bridge,POINT (90.8409441 24.1703327)
R212,19.566,LRP019c,24.170416,90.8414163,BE,Bridge,Bridge end,12126,13.522439024390245,Bridge,LRP019c,13.522439024390245,D,.,bridge,POINT (90.8414163 24.170416)
R212,20.201,LRP020,24.1718049,90.8474997,,KmPost,Km post missing,12127,635.0000000000016,KmPost,,,,,link,POINT (90.8474997 24.1718049)
R212,21.201,LRP021,24.1745271,90.8566389,,KmPost,Km post missing,12128,1000.0,KmPost,,,,,link,POINT (90.8566389 24.1745271)
R212,22.201,LRP022,24.1781938,90.8655833,,KmPost,Km post missing,12129,1000.0,KmPost,,,,,link,POINT (90.8655833 24.1781938)
R212,23.201,LRP023,24.1831104,90.8739438,,KmPost,Km post missing,12130,1000.0,KmPost,,,,,link,POINT (90.8739438 24.1831104)
R212,23.409,LRPE,24.1842497,90.8757216,,Others,End of road intersecting R360 at Agarpur.,12131,207.9999999999984,Others,,,,,link,POINT (90.8757216 24.1842497)
R220,0.0,LRPS,24.0576389,91.1150556,,Others,Road start from N2 at Kutra para more Sarail,12132,0.0,Others,,,,,link,POINT (91.1150556 24.0576389)
